_id;amount_sold_in_ico;available_supply;btc_price_at_launch;btc_price_usd;eth_price_at_launch;eth_price_usd;id;is_erc20;market_cap_usd;name;price_btc;price_usd;start_date;total_supply
5de770c7b103cb07b0f19f88;28904984.0;;659.56;5948.07580524;10.94;170.095529807;nexium;false;;Beyond the Void;;0.002356484;2016-11-01T00:00:00.000Z;
5de770c7b103cb07b0f19f89;647624.0;;729.976;5948.07580524;8.4;170.095529807;tokes;false;;Tokes;;0.31171779299999997;2016-12-02T00:00:00.000Z;
5de770c7b103cb07b0f19f8a;27000000.0;;1813.23;5948.07580524;96.2;170.095529807;aragon;true;;Aragon;;0.678895303;2017-05-17T00:00:00.000Z;
5de770c7b103cb07b0f19f8b;19000000.0;;688.68;5948.07580524;9.67;170.095529807;spectrecoin;false;;Spectrecoin;;0.22985429999999998;2016-11-20T00:00:00.000Z;
5de770c7b103cb07b0f19f8c;600000000.0;;2349.87;5948.07580524;234.03;170.095529807;district0x;true;;district0x;;0.014911061;2017-07-18T00:00:00.000Z;
5de770c7b103cb07b0f19f8d;17500000.0;;579.653;5948.07580524;12.16;170.095529807;neo;false;;Neo;;8.9602915617;2015-10-01T00:00:00.000Z;
5de770c7b103cb07b0f19f8e;170000000.0;;2445.73;5948.07580524;273.12;170.095529807;wagerr;false;;Wagerr;;0.100188879446;2017-07-01T00:00:00.000Z;
5de770c7b103cb07b0f19f8f;330000000.0;;2556.94;5948.07580524;253.49;170.095529807;civic;true;;Civic;;0.0663911;2017-07-06T00:00:00.000Z;
5de770c7b103cb07b0f19f90;35998518.0;;2523.02;5948.07580524;290.47;170.095529807;populous;true;;Populous;;1.0125285968;2017-06-24T00:00:00.000Z;
5de770c7b103cb07b0f19f91;1000000000.0;;134.69;5948.07580524;0.3;170.095529807;nxt;false;;NXT;;0.0309907;2013-09-28T00:00:00.000Z;
5de770c7b103cb07b0f19f92;98312024.0;;1972.3;5948.07580524;155.2;170.095529807;omisego;true;;OmiseGO;;1.7514227955;2017-07-15T00:00:00.000Z;
5de770c7b103cb07b0f19f93;21088888.0;;1228.71;5948.07580524;17.3;170.095529807;metalpay;true;;Metal;;0.44446653999999997;2017-03-01T00:00:00.000Z;
5de770c7b103cb07b0f19f94;104661310.533697;;2523.02;5948.07580524;290.47;170.095529807;tenx;true;;TenX;;0.23092692;2017-06-24T00:00:00.000Z;
5de770c7b103cb07b0f19f95;500000000.0;;4170.8;5948.07580524;286.65;170.095529807;0x;true;;0x;;0.2684051499;2017-08-15T00:00:00.000Z;
5de770c7b103cb07b0f19f96;3839463249.0;;2701.0;5948.07580524;327.63;170.095529807;funfair;true;;FunFair;;0.00533218;2017-06-22T00:00:00.000Z;
5de770c7b103cb07b0f19f97;150000000.0;;4833.9;5948.07580524;301.0;170.095529807;airswap;true;;AirSwap;;0.0364230190302;2017-10-10T00:00:00.000Z;
5de770c7b103cb07b0f19f98;350000000.0;;4389.17;5948.07580524;333.6;170.095529807;tierion;true;;Tierion;;0.0176547;2017-08-27T00:00:00.000Z;
5de770c7b103cb07b0f19f99;700000000.0;;5702.7;5948.07580524;339.64;170.095529807;request-network;true;;Request Network;;0.0245385;2017-10-13T00:00:00.000Z;
5de770c7b103cb07b0f19f9a;350000000.0;;4009.4;5948.07580524;291.11;170.095529807;chainlink;true;;ChainLink;;0.6057049704;2017-09-19T00:00:00.000Z;
5de770c7b103cb07b0f19f9b;120000000.0;;3795.8;5948.07580524;264.0;170.095529807;kyber-network;true;;Kyber Network;;0.221903829;2017-09-17T00:00:00.000Z;
5de770c7b103cb07b0f19f9c;12101741.0;;3279.3;5948.07580524;265.33;170.095529807;neblio;false;;Neblio;;1.0242904536;2017-08-06T00:00:00.000Z;
5de770c7b103cb07b0f19f9d;122707503.0;;2487.8;5948.07580524;292.75;170.095529807;suncontract;true;;SunContract;;0.0463311;2017-06-28T00:00:00.000Z;
5de770c7b103cb07b0f19f9e;6247267.3;;2554.01;5948.07580524;316.2;170.095529807;trueflip;true;;TrueFlip;;0.374264796975;2017-06-28T00:00:00.000Z;
5de770c7b103cb07b0f19f9f;4578754.579;;572.3;5948.07580524;0.31142;170.095529807;synereo;false;;Synereo;;0.0164409957;2015-03-23T00:00:00.000Z;
